,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,pv_area_id,time_created,obstacle,type
749,749,749,749,952,565,2020-11-08 14:18:00,"MULTIPOLYGON (((48.4059518752692 11.98245935115152, 48.40595276555943 11.98246873888307, 48.40594525811282 11.98247373104095, 48.40594436782244 11.9824630022049, 48.4059518752692 11.98245935115152)), ((48.40595543643006 11.98248080882363, 48.40595721701043 11.98249019655519, 48.40594653352738 11.98249556097322, 48.40594475294666 11.98248751434617, 48.40595543643006 11.98248080882363)), ((48.40596701020123 11.98252640637689, 48.40596790049121 11.98253713521295, 48.40595899759072 11.98254115852647, 48.40595632672025 11.98253311189942, 48.40596701020123 11.98252640637689)), ((48.40596879078119 11.98255054625802, 48.40597146165099 11.98255993398957, 48.40596077817094 11.9825639573031, 48.40595899759072 11.98255591067605, 48.40596879078119 11.98255054625802)), ((48.40597769367999 11.98259077939325, 48.4059803645493 11.98260553154283, 48.40597057136106 11.98260821375184, 48.40596790049121 11.98259882602029, 48.40597769367999 11.98259077939325)), ((48.40601063439195 11.9825103131228, 48.406004402367 11.98251299533181, 48.40600707323492 11.98253311189942, 48.40601597612702 11.9825290885859, 48.40601063439195 11.9825103131228)), ((48.40600529265632 11.98247812661462, 48.40601063439195 11.98249824318223, 48.40599995092013 11.98250092539125, 48.40599549947289 11.98248214992814, 48.40600529265632 11.98247812661462)), ((48.40603645277292 11.98251835974984, 48.40603734306168 11.9825290885859, 48.40602576930651 11.98253177079492, 48.40602487901756 11.98252104195886, 48.40603645277292 11.98251835974984)), ((48.40604802652564 11.98256663951211, 48.40604980710274 11.98258139166169, 48.40604713623706 11.98259077939325, 48.40603734306168 11.98258809718423, 48.40603556248411 11.9825652984076, 48.40604802652564 11.98256663951211)), ((48.40602042757248 11.98243118795686, 48.40600618294563 11.98243387016587, 48.40600796352421 11.98244459900193, 48.40602131786152 11.98244459900193, 48.40602042757248 11.98243118795686)), ((48.40601597612702 11.98245264562898, 48.40601152468116 11.98245130452447, 48.40601508583786 11.98246605667405, 48.40601953728342 11.98246605667405, 48.40601597612702 11.98245264562898)), ((48.40598125483905 11.98235206279092, 48.40596790049121 11.98235474499993, 48.40597146165099 11.98236547383599, 48.40598303541852 11.98236413273149, 48.40598125483905 11.98235206279092)), ((48.40602933046221 11.98258943828874, 48.40601775670525 11.98259077939325, 48.40601864699433 11.98260419043832, 48.40603111103998 11.9826001671248, 48.40602933046221 11.98258943828874)), ((48.40605247796829 11.98263905915551, 48.40604891681419 11.98264174136453, 48.40604891681419 11.98265247020059, 48.40605514883369 11.98265247020059, 48.40605247796829 11.98263905915551)), ((48.40606494200564 11.98265917572312, 48.40605514883369 11.98266185793214, 48.40605692941057 11.9826725867682, 48.40606672258216 11.98267124566369, 48.40606494200564 11.98265917572312)), ((48.40598570628755 11.98246069225602, 48.40597502281052 11.98246069225602, 48.40597769367999 11.9824754444056, 48.40598570628755 11.98246069225602)))",unknown
750,750,750,750,953,565,2020-11-08 14:18:00,"MULTIPOLYGON (((48.40595543643006 11.98237486156755, 48.4059625587511 11.98240034255319, 48.40594742381774 11.98241107138925, 48.40594208207546 11.98238559040361, 48.40595543643006 11.98237486156755)), ((48.40597057136106 11.98245130452447, 48.40597502281052 11.9824741033011, 48.4059625587511 11.98248349103265, 48.40595721701043 11.98246069225602, 48.40597057136106 11.98245130452447)), ((48.40598570628755 11.98251567754083, 48.40599015773566 11.98254249963098, 48.40597591310033 11.98255322846704, 48.40597057136106 11.9825277474814, 48.40598570628755 11.98251567754083)), ((48.40599817034129 11.98258139166169, 48.406004402367 11.98260955485635, 48.40598926744606 11.98262028369241, 48.40598303541852 11.98259212049775, 48.40599817034129 11.98258139166169)), ((48.40601241497038 11.98265783461862, 48.40601775670525 11.98268465670877, 48.406004402367 11.98269538554483, 48.40599995092013 11.98266722235017, 48.40601241497038 11.98265783461862)))",window
751,751,751,751,954,565,2020-11-08 14:18:00,"MULTIPOLYGON (((48.40601597612702 11.98262698921495, 48.40602220815055 11.98264978799157, 48.40597680339015 11.98268063339524, 48.40597057136106 11.98265917572312, 48.40601597612702 11.98262698921495)), ((48.4060275498844 11.98267929229074, 48.40603289161769 11.98270074996286, 48.40598837715646 11.98273293647103, 48.40598303541852 11.98271416100793, 48.4060275498844 11.98267929229074)))",pvmodule
752,752,752,752,955,566,2020-11-08 14:23:00,"MULTIPOLYGON (((48.40550903528381 11.98356244488663, 48.40551170617777 11.98357317372269, 48.40550458379361 11.9835758559317, 48.40550191289928 11.98356915040917, 48.40550903528381 11.98356244488663)), ((48.40551971885875 11.98360133691735, 48.40552149945437 11.98361206575341, 48.40551259647574 11.98361608906693, 48.40551259647574 11.98360670133538, 48.40551971885875 11.98360133691735)), ((48.40550547409168 11.98361340685791, 48.40550903528381 11.98362681790299, 48.40549835170665 11.98363352342552, 48.4054939002155 11.98361877127594, 48.40550547409168 11.98361340685791)), ((48.40548143603818 11.98359463139481, 48.4054885584256 11.9836107246489, 48.40547698454556 11.98360938354439, 48.40548143603818 11.98359463139481)), ((48.4054885584256 11.98362413569397, 48.405495680812 11.98364291115708, 48.40548677782882 11.98364827557511, 48.40547965544118 11.98363218232102, 48.4054885584256 11.98362413569397)))",unknown
753,753,753,753,956,566,2020-11-08 14:23:00,"MULTIPOLYGON (((48.40545205617958 11.98358792587227, 48.40545561737547 11.98359999581284, 48.40544493378708 11.98360938354439, 48.40544048229125 11.98359731360382, 48.40545205617958 11.98358792587227)), ((48.4054627397665 11.98362815900749, 48.4054680815591 11.98364291115708, 48.40545739797331 11.98365229888863, 48.40545116588058 11.98363754673905, 48.4054627397665 11.98362815900749)), ((48.4054752039484 11.98368046208329, 48.4054778748441 11.98369253202385, 48.40546897185783 11.9837005786509, 48.40546541066289 11.98369119091934, 48.4054752039484 11.98368046208329)))",window
754,754,754,754,965,572,2020-11-08 14:34:00,"MULTIPOLYGON (((48.40499793486828 11.98385509343826, 48.40500238640284 11.98385509343826, 48.4050059476302 11.98386850448334, 48.40501128947079 11.98386582227432, 48.40501396039087 11.9838805744239, 48.40499526394733 11.9838792333194, 48.40500149609595 11.98387118669235, 48.40499793486828 11.98385509343826)), ((48.40497745780426 11.98394762964928, 48.40498903179796 11.98394762964928, 48.40498903179796 11.98396238179886, 48.4049756771896 11.98395969958984, 48.40497745780426 11.98394762964928)), ((48.40496410319285 11.98393287749969, 48.4049676644229 11.98394360633575, 48.40495965165492 11.98395031185829, 48.404956980732 11.98393690081322, 48.40496410319285 11.98393287749969)), ((48.40491513625437 11.9838617989608, 48.40494362611521 11.98395433517181, 48.40494006488348 11.98395701738083, 48.4049124653291 11.98386582227432, 48.40491513625437 11.9838617989608)), ((48.40500327670971 11.98380547257149, 48.40505135325733 11.98396238179886, 48.40504601142094 11.98396506400787, 48.40499793486828 11.98380949588501, 48.40500327670971 11.98380547257149)))",unknown
755,755,755,755,972,577,2020-11-08 20:45:00,"MULTIPOLYGON (((48.41179227415977 11.9850950489588, 48.4117958349117 11.98510711889937, 48.41178960359566 11.98511114221289, 48.41178426246703 11.98510309558585, 48.41179227415977 11.9850950489588)), ((48.4117815919025 11.98511516552641, 48.41179227415977 11.98512589436247, 48.41179316434779 11.98513796430304, 48.41177803114959 11.98513259988501, 48.41178248209071 11.98512455325797, 48.4117815919025 11.98511516552641)))",unknown
756,756,756,756,973,577,2020-11-08 20:45:00,"MULTIPOLYGON (((48.41177892133783 11.9851124833174, 48.4117815919025 11.98512052994444, 48.41177358020809 11.98512723546698, 48.41177090964301 11.98511918883994, 48.41177892133783 11.9851124833174)))",chimney
757,757,757,757,974,579,2020-11-09 16:43:00,"MULTIPOLYGON (((48.40364974370426 11.98424958969872, 48.40365330502635 11.98425897743027, 48.40364440172067 11.98426300074379, 48.40364084039795 11.98425629522126, 48.40364974370426 11.98424958969872)), ((48.40362303378069 11.98426970626633, 48.40362659510466 11.98427909399788, 48.4036176917943 11.98428445841591, 48.40361502080089 11.98427372957985, 48.40362303378069 11.98426970626633)))",unknown
758,758,758,758,975,579,2020-11-09 16:43:00,"MULTIPOLYGON (((48.40366873469128 11.98433116078377, 48.40367496700245 11.98434859514236, 48.40366755031216 11.9843541958503, 48.40366042766976 11.98433944370072, 48.40366873469128 11.98433116078377)), ((48.40364291510837 11.9843553006649, 48.40364825709214 11.98437139391899, 48.40363816940576 11.98437967683594, 48.40363312147005 11.98436200618744, 48.40364291510837 11.9843553006649)))",window
759,759,759,759,976,579,2020-11-09 16:43:00,"MULTIPOLYGON (((48.40364796304311 11.98428043510239, 48.40365330502635 11.98429384614747, 48.40364084039795 11.98430189277451, 48.40363816940576 11.98428579952042, 48.40364796304311 11.98428043510239)))",chimney
760,760,760,760,977,580,2020-11-09 16:45:00,"MULTIPOLYGON (((48.40326710258178 11.98428955102257, 48.40327066393066 11.98429759764961, 48.40326443156997 11.98430162096314, 48.40326265089534 11.9842949154406, 48.40326710258178 11.98428955102257)))",unknown
761,761,761,761,978,580,2020-11-09 16:45:00,"MULTIPOLYGON (((48.40330894841529 11.98419835591606, 48.40332408413381 11.98418896818451, 48.40332942615105 11.98420774364762, 48.40331696144331 11.98421176696114, 48.40330894841529 11.98419835591606)))",chimney
762,762,762,762,983,582,2020-11-09 16:50:00,"MULTIPOLYGON (((48.40306880802059 11.98458324035091, 48.40307949210809 11.98461408575458, 48.40307058870199 11.98461945017261, 48.4030616852943 11.98459128697795, 48.40306880802059 11.98458324035091)), ((48.40305545290802 11.98459665139598, 48.40306435631677 11.98462615569515, 48.40305634324896 11.98463017900867, 48.40304833017988 11.98460335691852, 48.40305545290802 11.98459665139598)), ((48.40303141369657 11.98460201581401, 48.40303764608581 11.9846006747095, 48.40303942676832 11.98460872133655, 48.40302429096507 11.98461945017261, 48.40302072959897 11.98461274465007, 48.40303141369657 11.98460201581401)), ((48.40307504040522 11.98463286121768, 48.40307593074584 11.98464090784473, 48.40307058870199 11.98463956674022, 48.40307504040522 11.98463286121768)))",unknown
763,763,763,763,984,582,2020-11-09 16:50:00,"MULTIPOLYGON (((48.40306791767986 11.98445449431819, 48.40308305347011 11.98450813849849, 48.40306791767986 11.98453093727512, 48.40304654949769 11.98453093727512, 48.40302607164804 11.98448265751285, 48.40306791767986 11.98445449431819)))",dormer
764,764,764,764,985,582,2020-11-09 16:50:00,"MULTIPOLYGON (((48.40301627789095 11.984599333605, 48.40302785233094 11.98459128697795, 48.40303141369657 11.98460201581401, 48.40301805857418 11.98461408575458, 48.40301627789095 11.984599333605)))",chimney
765,765,765,765,986,583,2020-11-09 16:52:00,"MULTIPOLYGON (((48.40292970731112 11.9839875926125, 48.40290566804025 11.98405196562885, 48.40288875150949 11.98406403556942, 48.40287806738188 11.98404794231533, 48.40286827359628 11.98401977912067, 48.40287806738188 11.98401039138912, 48.40288340944596 11.98401977912067, 48.40290121632215 11.98399966255306, 48.40292881696793 11.98397820488094, 48.40292970731112 11.9839875926125)), ((48.40292169422208 11.98401039138912, 48.40293683005584 11.98400368586658, 48.40294217211375 11.98401843801617, 48.40292614593836 11.98403319016575, 48.40292703628157 11.98404391900181, 48.40290922941439 11.98405330673336, 48.40292169422208 11.98401039138912)), ((48.40283444050428 11.98404391900181, 48.40285847980881 11.98403184906124, 48.40286293153064 11.98404660121082, 48.40283711153869 11.98405867115139, 48.40283444050428 11.98404391900181)), ((48.40298223753014 11.98442345157742, 48.40299737334589 11.98442211047291, 48.40300093471365 11.98443418041347, 48.40298134718789 11.984438203727, 48.40298223753014 11.98442345157742)))",unknown
766,766,766,766,987,584,2020-11-09 16:54:00,"MULTIPOLYGON (((48.40271516087924 11.9846181090681, 48.40272762573446 11.98462213238162, 48.40272940642779 11.98463688453121, 48.40271605122613 11.98463286121768, 48.40271516087924 11.9846181090681)), ((48.40270269602095 11.98480184038562, 48.40272050296041 11.98480049928111, 48.40272317400079 11.98481391032619, 48.40269913463233 11.9848152514307, 48.40270269602095 11.98480184038562)), ((48.40259407355526 11.98472807963771, 48.40259229285717 11.98468114097995, 48.40258517006417 11.98467845877094, 48.40258517006417 11.98470528086109, 48.40259407355526 11.98472807963771)))",unknown
767,767,767,767,988,584,2020-11-09 16:54:00,"MULTIPOLYGON (((48.40263235854913 11.98445985873622, 48.40271961261359 11.98474551399631, 48.40270892845047 11.98475221951885, 48.40271248983842 11.98476697166843, 48.4027000249795 11.98477501829547, 48.40270447671517 11.98478842934055, 48.4026839987278 11.98480318149013, 48.40269290220159 11.98483805020732, 48.40271427053232 11.98482329805774, 48.4027178319199 11.9848340268938, 48.40272851608114 11.98482463916225, 48.40273029677445 11.98483268578929, 48.40274187127953 11.98482195695323, 48.4027507747432 11.98484609683437, 48.4026528365573 11.98491851647777, 48.40259496390427 11.98473344405574, 48.4025931832062 11.98468784650249, 48.40262790680715 11.98466370662135, 48.40257893761949 11.98450277408046, 48.40263235854913 11.98445985873622)))",pvmodule
768,768,768,768,989,584,2020-11-09 16:54:00,"MULTIPOLYGON (((48.40269112150696 11.9847978170721, 48.40270180567382 11.98478977044505, 48.40270180567382 11.98480184038562, 48.40269646359067 11.9848152514307, 48.40269112150696 11.9847978170721)))",chimney
769,769,769,769,990,585,2020-11-09 16:56:00,"MULTIPOLYGON (((48.40260564809133 11.98412458260936, 48.40256558237832 11.98415274580402, 48.40254421398515 11.98415811022205, 48.4025406525854 11.984150063595, 48.40251127102807 11.98417018016261, 48.40251216137855 11.98417956789417, 48.40246497278206 11.98421041329784, 48.40244894645631 11.98420638998432, 48.40244271399494 11.98424259980602, 48.40242846836607 11.98421443661136, 48.40253620083539 11.98413531144542, 48.40259941564918 11.98410848935527, 48.40260564809133 11.98412458260936)), ((48.40257893761949 11.98427344520969, 48.40258517006419 11.98426942189617, 48.40258962180992 11.98428283294124, 48.402584279715 11.98428551515025, 48.40257893761949 11.98427344520969)))",unknown
770,770,770,770,991,586,2020-11-09 16:57:00,"MULTIPOLYGON (((48.40261756285124 11.98385884657978, 48.40262646633663 11.98384811774372, 48.40263447947218 11.98385750547527, 48.40262290494267 11.98387359872936, 48.40261756285124 11.98385884657978)))",unknown
771,771,771,771,992,587,2020-11-09 16:59:00,"MULTIPOLYGON (((48.40249613506766 11.98373864397975, 48.40249969647051 11.98375607833834, 48.40245250786246 11.98377753601046, 48.40246141137676 11.98381776914569, 48.40249613506766 11.98382179245921, 48.40249880611982 11.98383252129527, 48.40246497278206 11.98382983908625, 48.40248188945375 11.98389555320712, 48.40251839383139 11.98390494093867, 48.40251928418175 11.98391432867022, 48.40246853418709 11.98390359983416, 48.40246319207943 11.98388884768458, 48.40246764383587 11.98387811884852, 48.40245517891692 11.98382849798175, 48.40244538504989 11.98382447466822, 48.40243826223634 11.9838030169961, 48.40244538504989 11.98379497036906, 48.40244271399494 11.98377351269694, 48.40248723155943 11.9837480317113, 48.40248634120853 11.98374132618876, 48.40249613506766 11.98373864397975)))",unknown
772,772,772,772,993,587,2020-11-09 16:59:00,"MULTIPOLYGON (((48.40242223590221 11.98378558263751, 48.402513051729 11.98411147103282, 48.40248188945375 11.98413695201846, 48.40247743769859 11.98412354097338, 48.40242579731022 11.9841624330041, 48.40233676203471 11.98385532007189, 48.40242223590221 11.98378558263751)))",pvmodule
773,773,773,773,994,588,2020-11-09 17:01:00,"MULTIPOLYGON (((48.40237719359911 11.98453042216872, 48.40238520677395 11.9845263988552, 48.40240479452926 11.98458138414, 48.40243150509256 11.98468330808257, 48.40242527262904 11.9846886725006, 48.40237719359911 11.98453042216872)))",unknown
774,774,774,774,995,588,2020-11-09 17:01:00,"MULTIPOLYGON (((48.40256649393725 11.98451086878777, 48.40258697197192 11.98457524180412, 48.40257485154257 11.98458272524451, 48.40255615420242 11.98452237554167, 48.40256649393725 11.98451086878777)), ((48.40254368930517 11.98451432891463, 48.40256594804812 11.98458674855803, 48.40255348315326 11.98459747739409, 48.402532114755 11.98452505775069, 48.40254368930517 11.98451432891463)), ((48.40251697880081 11.98451701112364, 48.40254279895525 11.98460418291663, 48.402532114755 11.98461222954367, 48.40250451389394 11.98452908106421, 48.40251697880081 11.98451701112364)), ((48.40249472003644 11.98453042216872, 48.40252054020221 11.9846175939617, 48.40250807529623 11.98462832279776, 48.40248225512413 11.98454115100478, 48.40249472003644 11.98453042216872)), ((48.40247246126236 11.98454115100478, 48.4024991717901 11.98463234611128, 48.40248759722978 11.98464173384284, 48.4024599963446 11.98455456204985, 48.40247246126236 11.98454115100478)))",pvmodule
775,775,775,775,996,589,2020-11-09 17:06:00,"MULTIPOLYGON (((48.40233578901487 11.98492131568004, 48.40233756972194 11.98493606782962, 48.40233578901487 11.98494813777019, 48.40233044689327 11.98495618439723, 48.40233311795413 11.98497093654681, 48.40234202148935 11.98496288991977, 48.4023500346697 11.98496557212878, 48.40235181537626 11.98497764206935, 48.40235270572954 11.9849870298009, 48.40236428032053 11.98499373532344, 48.40234558290298 11.98501385189105, 48.40231798194073 11.98493606782962, 48.40233578901487 11.98492131568004)), ((48.40238208737846 11.98457531071712, 48.40238386808392 11.98458335734416, 48.40237674526174 11.98458603955318, 48.4023758549089 11.98457799292613, 48.40238208737846 11.98457531071712)), ((48.40244530238378 11.98487303591777, 48.402462219062 11.98488108254482, 48.40246132871066 11.98488912917186, 48.40243550851485 11.98488644696284, 48.40244530238378 11.9848784003358, 48.40244530238378 11.98487303591777)), ((48.40241503041921 11.98485023714114, 48.40242749534798 11.98485828376819, 48.40240879795369 11.98486767149974, 48.40241503041921 11.98485694266368, 48.40241503041921 11.98485023714114)))",unknown
776,776,776,776,1027,604,2020-11-12 12:37:00,"MULTIPOLYGON (((48.4016238592589 11.9836899658943, 48.40161584596416 11.98366850822218, 48.4016007097373 11.98367655484923, 48.40159625790502 11.98366180269965, 48.40156687580217 11.98367789595374, 48.40157221800394 11.98369264810332, 48.40152859000631 11.98371410577544, 48.4015339322121 11.9837436100746, 48.4016238592589 11.9836899658943)), ((48.4016639257137 11.98356926648863, 48.40165591242526 11.98357194869765, 48.40166303534838 11.98363095729598, 48.4016737197312 11.98362425177344, 48.4016639257137 11.98356926648863)), ((48.40158735423928 11.98353976218947, 48.40159981937086 11.98354244439848, 48.40160160010371 11.98354646771201, 48.4015953675385 11.98355183213004, 48.40159981937086 11.98357060759314, 48.40159803863799 11.9835987707878, 48.40158735423928 11.98353976218947)), ((48.40151790559303 11.9836175462509, 48.40152502853547 11.98361486404189, 48.40152146706438 11.98364034502753, 48.40151790559303 11.9836175462509)), ((48.40151434412144 11.98357865422019, 48.40152769963862 11.98358401863821, 48.40151345375349 11.98359206526526, 48.40151434412144 11.98357865422019)))",unknown
777,777,777,777,1208,671,2020-11-14 13:39:00,"MULTIPOLYGON (((48.40490076217413 11.98826747306374, 48.40490877495137 11.98826613195923, 48.40491055556836 11.98827686079529, 48.40490343310002 11.9882782018998, 48.40490076217413 11.98826747306374)))",chimney
778,778,778,778,1098,635,2020-11-12 23:22:00,"MULTIPOLYGON (((48.40220078126136 11.98577471688826, 48.40221769802093 11.9857827635153, 48.40222036908771 11.98579215124686, 48.40219811019353 11.98578812793333, 48.40220078126136 11.98577471688826)), ((48.40219098734534 11.98581226781447, 48.40219811019353 11.98580556229193, 48.40220612339655 11.98581092670996, 48.40220701375238 11.98581897333701, 48.4021927680575 11.98582165554602, 48.40219098734534 11.98581226781447)))",unknown
779,779,779,779,997,589,2020-11-09 17:06:00,"MULTIPOLYGON (((48.40231442052516 11.98460615612079, 48.40231709158687 11.98461688495685, 48.40230651121506 11.98462352156639, 48.4023038401528 11.98461279273033, 48.40231442052516 11.98460615612079)), ((48.40232866618597 11.98465711809207, 48.40233222760055 11.98466918803264, 48.4023233240636 11.98467455245067, 48.40231976264844 11.9846624825101, 48.40232866618597 11.98465711809207)), ((48.40233935042894 11.9846986923318, 48.40233133724691 11.98470271564532, 48.40233311795413 11.98471478558589, 48.40234202148935 11.98470808006335, 48.40233935042894 11.9846986923318)), ((48.40234558290298 11.98471880889941, 48.40233667936841 11.98472417331744, 48.40234024078242 11.9847349021535, 48.40234914431639 11.98472953773547, 48.40234558290298 11.98471880889941)), ((48.40240434619211 11.98468125797321, 48.4024079076014 11.98469198680927, 48.40239989443018 11.98469735122729, 48.4023972233728 11.98468394018222, 48.40240434619211 11.98468125797321)), ((48.40239366196278 11.984643707047, 48.40239544266782 11.98465309477855, 48.40238831984729 11.98465845919658, 48.40238475843663 11.98464638925601, 48.40239366196278 11.984643707047)), ((48.40238653914196 11.98462224937488, 48.40238921019989 11.98463163710643, 48.40237941632017 11.98463566041995, 48.40237852596736 11.98462761379291, 48.40238653914196 11.98462224937488)), ((48.40237318385027 11.98458067513515, 48.4023758549089 11.98459140397121, 48.40236784173261 11.98459408618022, 48.40236517067358 11.98458469844867, 48.40237318385027 11.98458067513515)), ((48.40236784173261 11.98455653525401, 48.40237229349737 11.98456994629909, 48.40236249961439 11.98457396961261, 48.40235982855508 11.98456055856754, 48.40236784173261 11.98455653525401)), ((48.40240879795369 11.98473221994449, 48.40241324971485 11.98474428988506, 48.40240167513499 11.98474831319858, 48.4023972233728 11.98473892546703, 48.40240879795369 11.98473221994449)))",window
780,780,780,780,998,589,2020-11-09 17:06:00,"MULTIPOLYGON (((48.40236160926129 11.98474026657153, 48.40241859182773 11.98492936230708, 48.40238297773121 11.98495886660625, 48.40232688547857 11.98477245307971, 48.40236160926129 11.98474026657153)), ((48.40231442052516 11.98460347391177, 48.40234914431639 11.98472819663097, 48.40237407420317 11.98470942116786, 48.4023233240636 11.98454312420894, 48.40227969671022 11.98458335734416, 48.40232599512488 11.98474965430309, 48.40234024078242 11.98473758436252, 48.4023188722946 11.9846624825101, 48.4023038401528 11.98461145162582, 48.40231442052516 11.98460347391177)), ((48.40231976264844 11.98462761379291, 48.40232866618597 11.98465443588306, 48.4023188722946 11.9846624825101, 48.40230996875535 11.98463431931544, 48.40231976264844 11.98462761379291)))",pvmodule
781,781,781,781,999,589,2020-11-09 17:06:00,"MULTIPOLYGON (((48.40239811372527 11.98485023714114, 48.40241057865818 11.98484353161861, 48.40241503041921 11.98485828376819, 48.40240345583975 11.98486364818622, 48.40239811372527 11.98485023714114)), ((48.40243283745938 11.98487169481326, 48.40244174097713 11.98486498929073, 48.40244530238378 11.9848784003358, 48.40243639886666 11.98488242364932, 48.40243283745938 11.98487169481326)))",chimney
782,782,782,782,1009,595,2020-11-12 11:52:00,"MULTIPOLYGON (((48.40065082599511 11.98354190655196, 48.40065616829309 11.98355129428351, 48.40065082599511 11.98355799980605, 48.40064459331339 11.98355263538802, 48.40065082599511 11.98354190655196)), ((48.40060808759101 11.98349228568518, 48.40061610104451 11.98350167341673, 48.40060986835856 11.98351106114829, 48.40060363567183 11.98350301452124, 48.40060808759101 11.98349228568518)))",unknown
783,783,783,783,1010,595,2020-11-12 11:52:00,"MULTIPOLYGON (((48.40061342989349 11.98347082801306, 48.40062589526375 11.98348289795363, 48.40061788181178 11.98349228568518, 48.4006089779748 11.98348155684912, 48.40061342989349 11.98347082801306)), ((48.40067041441831 11.98356068201506, 48.40067308556635 11.98354458876097, 48.40068555092197 11.98355665870154, 48.40067486633161 11.9835673875376, 48.40067041441831 11.98356068201506)))",chimney
784,784,784,784,1011,596,2020-11-12 11:54:00,"MULTIPOLYGON (((48.40060630682337 11.98333805866683, 48.40061521066085 11.98334878750289, 48.40060630682337 11.98338231511557, 48.40058137607019 11.98340645499671, 48.40060630682337 11.98333805866683)))",unknown
785,785,785,785,1012,597,2020-11-12 11:56:00,"MULTIPOLYGON (((48.40053062414203 11.98340913720572, 48.40053507606759 11.98340243168318, 48.40054219914765 11.98341316051924, 48.40053596645265 11.98342120714629, 48.40053062414203 11.98340913720572)), ((48.40050124142366 11.98337158627951, 48.40050302219495 11.98336488075697, 48.4005101452795 11.983370245175, 48.40050569335177 11.98337829180205, 48.40050124142366 11.98337158627951)), ((48.40049144718041 11.98336219854796, 48.40049322795204 11.98335683412993, 48.40049767988086 11.98335951633895, 48.40049500872362 11.9833689040705, 48.40049144718041 11.98336219854796)))",unknown
786,786,786,786,1013,597,2020-11-12 11:56:00,"MULTIPOLYGON (((48.40055110299634 11.98327100344145, 48.40055733568948 11.9832790500685, 48.40055021261153 11.9832978255316, 48.4005448703024 11.98329112000907, 48.40055110299634 11.98327100344145)))",window
787,787,787,787,1014,597,2020-11-12 11:56:00,"MULTIPOLYGON (((48.40049233756624 11.98334744639838, 48.40049678949514 11.98333001203978, 48.40050658373734 11.98333939977133, 48.40049946065228 11.98335415192092, 48.40049233756624 11.98334744639838)), ((48.40055466453536 11.98341450162375, 48.40055911645882 11.98340243168318, 48.40056891068904 11.98341450162375, 48.40056089722808 11.9834225482508, 48.40055466453536 11.98341450162375)))",chimney
788,788,788,788,1015,598,2020-11-12 11:57:00,"MULTIPOLYGON (((48.40049880229942 11.98320805800855, 48.40048722728392 11.98324426783025, 48.40046585801765 11.98326304329335, 48.40048811766982 11.98319330585896, 48.40049880229942 11.98320805800855)))",unknown
789,789,789,789,1016,599,2020-11-12 11:59:00,"MULTIPOLYGON (((48.40036651616256 11.98321327057684, 48.40037274887833 11.98320656505431, 48.40038343353215 11.98321729389037, 48.40037720081769 11.98322802272643, 48.40036651616256 11.98321327057684)), ((48.40040747399504 11.98326289144362, 48.40041459709296 11.98325350371207, 48.40041993941576 11.98326289144362, 48.40041370670579 11.98327227917517, 48.40040747399504 11.98326289144362)))",unknown
790,790,790,790,1017,599,2020-11-12 11:59:00,"MULTIPOLYGON (((48.40042261057697 11.98314353314246, 48.40042884328587 11.98312341657484, 48.40043418560715 11.98313012209738, 48.40042706251194 11.98315023866499, 48.40042261057697 11.98314353314246)), ((48.40045822604606 11.98318913069571, 48.40046623952317 11.9831690141281, 48.40047158184054 11.98317571965064, 48.40046356836427 11.98319583621825, 48.40045822604606 11.98318913069571)))",window
791,791,791,791,1018,599,2020-11-12 11:59:00,"MULTIPOLYGON (((48.4003745296541 11.98320120063628, 48.4003807623689 11.9831877895912, 48.40039233740862 11.98320254174078, 48.40038165275666 11.98321327057684, 48.4003745296541 11.98320120063628)), ((48.40043685676758 11.98327362027968, 48.40044219908803 11.98326155033911, 48.40045199334075 11.98327362027968, 48.40044308947474 11.98328166690672, 48.40043685676758 11.98327362027968)))",chimney
792,792,792,792,1019,600,2020-11-12 12:00:00,"MULTIPOLYGON (((48.40037147698418 11.98305651319921, 48.40038305202602 11.98306858313977, 48.40036969620829 11.98310479296147, 48.40034832689263 11.9831275917381, 48.40037147698418 11.98305651319921)))",unknown
793,793,793,793,1020,601,2020-11-12 12:22:00,"MULTIPOLYGON (((48.40353594981215 11.98032230400151, 48.4035902600683 11.98047921322888, 48.40358580841013 11.9804818954379, 48.40353238848184 11.98032766841954, 48.40353594981215 11.98032230400151)))",unknown
794,794,794,794,1021,602,2020-11-12 12:26:00,"MULTIPOLYGON (((48.40029350429244 11.98313146320189, 48.4003032985738 11.98312609878386, 48.40030864090826 11.9831341454109, 48.40030062740633 11.98313950982893, 48.40029350429244 11.98313146320189)), ((48.40034336606876 11.98293834415282, 48.40032377751959 11.98293700304831, 48.40031309285325 11.98290481654013, 48.40030418896291 11.98292090979422, 48.40031932557558 11.98294907298888, 48.40033713334939 11.98295041409338, 48.40034336606876 11.98293834415282)))",unknown
795,795,795,795,1022,602,2020-11-12 12:26:00,"MULTIPOLYGON (((48.40030775051924 11.98298394170607, 48.40031220246429 11.98299198833312, 48.40030775051924 11.98301076379622, 48.40030062740633 11.98300271716917, 48.40030775051924 11.98298394170607)), ((48.40034781801069 11.98303356257285, 48.40035405072875 11.98303892699088, 48.40034781801069 11.98305770245398, 48.40033980451493 11.98304965582694, 48.40034781801069 11.98303356257285)))",window
