,Unnamed: 0,id,labeler_id,area,geometry,haus
10,12,15,1,"MULTIPOLYGON (((48.40925023297611 11.98796057553267, 48.40928406180038 11.98815369458174, 48.40929118365527 11.98815369458174, 48.40930364689888 11.98822477312063, 48.40929919574079 11.98822745532965, 48.40930020670541 11.98823913931847, 48.40923509902115 11.98824757189726, 48.4091844764607 11.98827132582664, 48.40916566081702 11.98815235347723, 48.40915954991198 11.98811039328575, 48.40915942917868 11.9881107792375, 48.40915764871045 11.98808127493834, 48.4091425147279 11.98799007983183, 48.40918613619476 11.98796191663718, 48.40925023297611 11.98796057553267)))","MULTIPOLYGON (((4499216.185771433 5363492.024445468, 4499230.483567792 5363495.784046357, 4499230.483683733 5363496.575985421, 4499235.746061806 5363497.961110566, 4499235.944562468 5363497.4661199, 4499236.809582531 5363497.578411839, 4499237.432822728 5363490.338449096, 4499239.190590193 5363484.709045029, 4499230.382353685 5363482.618057888, 4499227.275796105 5363481.938990566, 4499227.304367474 5363481.925561015, 4499225.120032997 5363481.72789718, 4499218.368293663 5363480.046020986, 4499216.283996551 5363484.896969483, 4499216.185771433 5363492.024445468)))",10.0
11,13,16,1,"MULTIPOLYGON (((48.40457328209737 11.9925304841416, 48.40460177214971 11.99276920074392, 48.4045465726588 11.99277456516195, 48.40449226342378 11.99279468172957, 48.40448603121278 11.99273969644476, 48.40445576046276 11.9927477430718, 48.40443439286366 11.99257876390387, 48.40446644425895 11.99256267064978, 48.40446512883724 11.99255481362343, 48.40451854778588 11.99253335595131, 48.40457328209737 11.9925304841416)))","MULTIPOLYGON (((4499554.464884549 5362971.914784631, 4499572.139762222 5362975.081280926, 4499572.536415788 5362968.943155178, 4499574.02533132 5362962.903930656, 4499569.954148061 5362962.211269989, 4499570.549631359 5362958.845161491, 4499558.038154867 5362956.470215173, 4499556.846921872 5362960.034382657, 4499556.265172507 5362959.888161666, 4499554.676970621 5362965.82840132, 4499554.464884549 5362971.914784631)))",11.0
12,14,17,1,"MULTIPOLYGON (((48.40465467856811 11.98972849121636, 48.40467337513683 11.98971239796227, 48.40468940076171 11.98975128999298, 48.40478110285135 11.98968423476761, 48.40480336061518 11.98976201882904, 48.40482303472189 11.98984041810036, 48.40471521981338 11.98991356363838, 48.40469385232326 11.98983980289047, 48.40467782669981 11.98979822865074, 48.40467782669981 11.98979152312821, 48.40465467856811 11.98972849121636)))","MULTIPOLYGON (((4499347.006144358 5362980.988248818, 4499345.814861923 5362983.067426247, 4499348.69465042 5362984.849086875, 4499343.731174159 5362995.04683238, 4499349.49060193 5362997.52113367, 4499355.29553893 5362999.708136765, 4499360.709736818 5362987.718626942, 4499355.248202202 5362985.343274198, 4499352.169825357 5362983.561635204, 4499351.673348714 5362983.561697247, 4499347.006144358 5362980.988248818)))",12.0
13,15,18,1,"MULTIPOLYGON (((48.40336074024232 11.98599164942351, 48.40337358936738 11.98604509234428, 48.40337320493932 11.98604529360381, 48.40338655996845 11.9861150310382, 48.40331978478776 11.98614989975539, 48.40332156546037 11.98616062859145, 48.40328862300677 11.98617940405456, 48.40328506165913 11.98616599300948, 48.40322629938749 11.98619281509963, 48.40321383465447 11.98612307766524, 48.40320315059518 11.98607077458945, 48.40327209103219 11.98603704571724, 48.4032690355918 11.98602651814071, 48.40329434945636 11.98601290583611, 48.40329702046662 11.98602363467216, 48.40336074024232 11.98599164942351)))","MULTIPOLYGON (((4499070.305265659 5362837.146037654, 4499074.262528202 5362838.574149131, 4499074.277422397 5362838.531398788, 4499079.441168448 5362840.015559874, 4499082.021631167 5362832.589826436, 4499082.81604908 5362832.787697215, 4499084.205590006 5362829.124312506, 4499083.212541432 5362828.728467701, 4499085.197378451 5362822.193860488, 4499080.033634804 5362820.808693626, 4499076.160799637 5362819.621315164, 4499073.664776988 5362827.287809272, 4499072.885234958 5362826.948185157, 4499071.877843305 5362829.763219751, 4499072.672279213 5362830.060093151, 4499070.305265659 5362837.146037654)))",13.0
14,16,19,1,"MULTIPOLYGON (((48.40231986585266 11.98638874315725, 48.40235013787388 11.98636594438062, 48.40238842305137 11.98645848059164, 48.40241602397541 11.98643970512853, 48.40249704595623 11.9866328241776, 48.40245163804882 11.98665696405874, 48.40240444939618 11.98671463155256, 48.4023269886828 11.98652151250349, 48.40232876939022 11.98651614808546, 48.40229048416779 11.98642495297895, 48.40231986585266 11.98638874315725)))","MULTIPOLYGON (((4499099.687220631 5362721.397515106, 4499097.999693329 5362724.763998428, 4499104.852101027 5362729.020086087, 4499103.462421983 5362732.089496183, 4499117.763080985 5362741.096607231, 4499119.549635525 5362736.04702849, 4499123.818654298 5362730.799023946, 4499109.518045369 5362722.187904635, 4499109.120878969 5362722.385982879, 4499102.367766438 5362718.129868332, 4499099.687220631 5362721.397515106)))",14.0
15,17,20,1,"MULTIPOLYGON (((48.41167902316547 11.98818093842892, 48.41173510510418 11.98814472860722, 48.41176626171009 11.98821714825062, 48.41177516359395 11.98821580714611, 48.41180097904845 11.98827749795345, 48.41178673604071 11.98828688568501, 48.41182056317758 11.98837137526898, 48.41176982246382 11.98840356177715, 48.41172531302411 11.98845318264393, 48.41170038772083 11.9883941740456, 48.41169237601364 11.9883941740456, 48.4116307797286 11.98824182152748, 48.41167902316547 11.98818093842892)))","MULTIPOLYGON (((4499232.539414032 5363762.099744298, 4499229.859721888 5363768.336362456, 4499235.221432154 5363771.800146515, 4499235.122294745 5363772.790036884, 4499239.689659975 5363775.660012988, 4499240.384401088 5363774.07611165, 4499246.639674997 5363777.836736314, 4499249.021621518 5363772.19410469, 4499252.694332603 5363767.244198226, 4499248.325544683 5363764.473166694, 4499248.325417048 5363763.582277079, 4499237.045798469 5363756.734491288, 4499232.539414032 5363762.099744298)))",15.0
16,18,21,1,"MULTIPOLYGON (((48.40045456404736 11.99383278886382, 48.40049730258041 11.99382742444579, 48.4005222333748 11.9939561704785, 48.40047860447662 11.99396421710555, 48.40043764670141 11.99399372140471, 48.40043497554101 11.99398701588218, 48.4004162774143 11.99399238030021, 48.40041182547835 11.99395214716498, 48.40040470238002 11.99392398397033, 48.40041894857567 11.99391459623877, 48.40040826392933 11.99385558764045, 48.40045456404736 11.99383278886382)))","MULTIPOLYGON (((4499650.854581237 5362513.912567499, 4499650.457710778 5362518.665046586, 4499659.99103938 5362521.436625967, 4499660.586517649 5362516.585126461, 4499662.770875173 5362512.030539581, 4499662.274336398 5362511.73354606, 4499662.671404838 5362509.654319095, 4499659.692261122 5362509.159481429, 4499657.606828549 5362508.367553141, 4499656.911815802 5362509.951754688, 4499652.542371084 5362508.763953397, 4499650.854581237 5362513.912567499)))",16.0
17,19,22,1,"MULTIPOLYGON (((48.39735520187885 11.99615145521982, 48.39736499672591 11.99613670307023, 48.39742465620827 11.99622655707223, 48.39728752833845 11.99643442827089, 48.39725636286195 11.99638614850862, 48.39722875913825 11.9963459153734, 48.39726882905486 11.99628020125253, 48.39724033489517 11.99624130922182, 48.39732047467858 11.99611658650262, 48.39734718791166 11.99615681963785, 48.39735520187885 11.99615145521982)))","MULTIPOLYGON (((4499822.528293027 5362169.259183661, 4499821.435933574 5362170.348398967, 4499828.089946364 5362176.982149045, 4499843.482326565 5362161.733166819, 4499839.907041962 5362158.267760154, 4499836.927627628 5362155.198392698, 4499832.061625686 5362159.654289153, 4499829.181513598 5362156.485906882, 4499819.946079979 5362165.397690663, 4499822.925493994 5362168.3680283, 4499822.528293027 5362169.259183661)))",17.0
18,20,23,1,"MULTIPOLYGON (((48.4076248059003 11.98755127508557, 48.40765903819767 11.98775768280029, 48.40759809806424 11.98775780517972, 48.40757535365417 11.98777109384537, 48.40757317073794 11.98776182849324, 48.40754468235007 11.98777792174733, 48.40751174263168 11.98758748490727, 48.40756515838046 11.98755798060811, 48.4076248059003 11.98755127508557)))","MULTIPOLYGON (((4499185.856015529 5363311.28413123, 4499201.138129229 5363315.088371012, 4499201.146162596 5363308.311924598, 4499202.129615698 5363305.782633688, 4499201.443611554 5363305.540000799, 4499202.634608562 5363302.371957428, 4499188.534901024 5363298.711264426, 4499186.351440904 5363304.651346225, 4499185.856015529 5363311.28413123)))",18.0
19,21,24,1,"MULTIPOLYGON (((48.40032095259568 11.97716271766731, 48.40036280085293 11.97715332993575, 48.40039129326372 11.97722306737014, 48.40040553946314 11.97724184283325, 48.40041800488433 11.97728207596847, 48.40043581262361 11.97732901462623, 48.40039396442641 11.97733974346229, 48.40035478735953 11.97739741095611, 48.40034410269971 11.97739472874709, 48.40032629492831 11.97734779008933, 48.40032985648309 11.9773410845668, 48.40031650065139 11.97729951032707, 48.40030314481619 11.97728878149101, 48.4002737619664 11.97722306737014, 48.40032095259568 11.97716271766731)))","MULTIPOLYGON (((4498416.496634392 5362499.278682418, 4498415.802857026 5362503.932337034, 4498420.967566619 5362507.099148442, 4498422.358275526 5362508.682899269, 4498425.33778443 5362510.068172761, 4498428.813980744 5362512.047361418, 4498429.607071452 5362507.393686459, 4498433.875879818 5362503.036038903, 4498433.676931575 5362501.84798035, 4498430.200730711 5362499.868785174, 4498429.704325584 5362500.264966573, 4498426.625480264 5362498.780707316, 4498425.830621727 5362497.295790672, 4498420.963789007 5362494.029873509, 4498416.496634392 5362499.278682418)))",19.0
20,22,25,1,"MULTIPOLYGON (((48.40536587148199 11.99434006982178, 48.40542196038327 11.9943253176722, 48.40547626862555 11.99432934098572, 48.40548339101367 11.99454659991593, 48.4054281924796 11.9945425766024, 48.40537299388559 11.99455196433396, 48.40536587148199 11.99434006982178)))","MULTIPOLYGON (((4499688.452602322 5363060.039034399, 4499687.360779051 5363066.276099593, 4499687.659057953 5363072.315067095, 4499703.744699308 5363073.10602958, 4499703.446431335 5363066.968062245, 4499704.141102476 5363060.830025801, 4499688.452602322 5363060.039034399)))",20.0
21,23,26,1,"MULTIPOLYGON (((48.40176313513021 11.98133335485227, 48.40178450385154 11.98140309228666, 48.40181121474055 11.9815184272743, 48.40159218503656 11.98164180888899, 48.40156369329841 11.98153183831938, 48.40154232448434 11.98145673646696, 48.40156369329841 11.9814460076309, 48.40155835109575 11.98142052664526, 48.40158150063662 11.98139906897314, 48.40160643089965 11.98139772786863, 48.4016126634635 11.98142052664526, 48.40163314188216 11.98140845670469, 48.40162601895487 11.98138163461454, 48.40164916846494 11.98136420025595, 48.40167320832966 11.98136017694242, 48.40167855052027 11.98138297571905, 48.401697248183 11.98137090577848, 48.40169101562952 11.98134676589735, 48.4017132747456 11.98132530822523, 48.401738204944 11.98132396712072, 48.40174265676387 11.98134408368833, 48.40176313513021 11.98133335485227)))","MULTIPOLYGON (((4498725.354581435 5362659.565779973, 4498730.518790721 5362661.940731861, 4498739.059365318 5362664.908940701, 4498748.189413499 5362640.551093221, 4498740.045966466 5362637.384750898, 4498734.484533097 5362635.00987296, 4498733.69067751 5362637.386234051, 4498731.803811937 5362636.792631999, 4498730.215593295 5362639.367193493, 4498730.116942196 5362642.139419097, 4498731.805226769 5362642.832073745, 4498730.912048938 5362645.109448081, 4498728.925837888 5362644.317856747, 4498727.635526332 5362646.892345635, 4498727.338251003 5362649.565607239, 4498729.026510464 5362650.159253093, 4498728.133288386 5362652.238610896, 4498726.345705022 5362651.545981845, 4498724.757469673 5362654.021531221, 4498724.658821499 5362656.793749799, 4498726.148453716 5362657.288433888, 4498725.354581435 5362659.565779973)))",21.0
22,24,27,1,"MULTIPOLYGON (((48.40852470937861 11.98763037440515, 48.40849533127805 11.98769206521249, 48.40847040439154 11.9877846014235, 48.40832459258108 11.98766648769379, 48.4083493307698 11.98757538912034, 48.40838048945024 11.98751772162652, 48.40852470937861 11.98763037440515)))","MULTIPOLYGON (((4499191.727521248 5363411.351061263, 4499196.294263964 5363408.083565123, 4499203.144709748 5363405.310694826, 4499194.397746881 5363389.097982391, 4499187.653717524 5363391.849863899, 4499183.384861714 5363395.315318475, 4499191.727521248 5363411.351061263)))",22.0
23,25,28,1,"MULTIPOLYGON (((48.40064794905139 12.00024302393273, 48.40070048162686 12.00024168282823, 48.40075123338553 12.00024034172372, 48.40075034300426 12.00040261536912, 48.40069959124467 12.00040261536912, 48.40064972981755 12.00040663868264, 48.40064883943447 12.00034360677079, 48.40065327488003 12.00034368044726, 48.40065327488003 12.00032222277514, 48.40065327488003 12.00030747062556, 48.40064882296482 12.00030747062556, 48.40064794905139 12.00024302393273)))","MULTIPOLYGON (((4500125.507199294 5362535.402201239, 4500125.407829591 5362541.243731126, 4500125.308462345 5362546.887237333, 4500137.324123284 5362546.788377843, 4500137.324199413 5362541.144870404, 4500137.622183713 5362535.600370464, 4500132.954936006 5362535.501300129, 4500132.960385167 5362535.994514029, 4500131.371534565 5362535.99449404, 4500130.279199777 5362535.994480555, 4500130.27920584 5362535.49943533, 4500125.507199294 5362535.402201239)))",23.0
24,26,30,1,"MULTIPOLYGON (((48.40031796592468 12.00186344232372, 48.40035625263172 12.00180979814342, 48.40045686639888 12.0019667073708, 48.40041679899333 12.0020216926556, 48.40037940271966 12.00207801904491, 48.40028056957834 12.00191976871304, 48.40031796592468 12.00186344232372)))","MULTIPOLYGON (((4500245.493590312 5362498.711290162, 4500241.521302079 5362502.968577213, 4500253.139460425 5362514.157034607, 4500257.211060018 5362509.701748485, 4500261.381959205 5362505.543494028, 4500249.66448899 5362494.553019083, 4500245.493590312 5362498.711290162)))",24.0
25,27,31,1,"MULTIPOLYGON (((48.4041549455247 11.99370868648601, 48.40422171960896 11.99387096013141, 48.40417898420511 11.99390314663959, 48.40415316488123 11.99393801535678, 48.40416562938406 11.99396617855144, 48.40409707458073 11.9940318926723, 48.40406769392244 11.99395276750636, 48.40404098421838 11.99388973559451, 48.40409262296694 11.99384011472774, 48.40407214553843 11.99378512944293, 48.40411310038718 11.99373953188968, 48.4041549455247 11.99370868648601)))","MULTIPOLYGON (((4499641.695685074 5362925.389339577, 4499653.711075885 5362932.813631183, 4499656.09384605 5362928.061355165, 4499658.67534632 5362925.190105909, 4499660.760667418 5362926.57599035, 4499665.625656325 5362918.952469833, 4499659.766934253 5362915.685800945, 4499655.09978556 5362912.716058421, 4499651.426226919 5362918.458464785, 4499647.354905768 5362916.181704266, 4499643.979159137 5362920.736061992, 4499641.695685074 5362925.389339577)))",25.0
26,28,32,2,"MULTIPOLYGON (((48.39561483642558 11.99542971845406, 48.39564956479014 11.99542703624505, 48.39568785501071 11.99544447060365, 48.39566915513915 11.99568989272851, 48.39563353631714 11.99568050499696, 48.3955943555841 11.99568452831048, 48.39561483642558 11.99542971845406)))","MULTIPOLYGON (((4499769.07330907 5361975.736209955, 4499768.874881808 5361979.597950507, 4499770.166167609 5361983.855686441, 4499788.340315088 5361981.775393286, 4499787.644934378 5361977.814679126, 4499787.942663671 5361973.457839276, 4499769.07330907 5361975.736209955)))",0.0
27,29,33,2,"MULTIPOLYGON (((48.39745679795762 11.99613070307581, 48.39749686769462 11.99606633005946, 48.39751111470459 11.99608108220904, 48.39760372017229 11.99590405641406, 48.39757611663705 11.99586382327883, 48.3975520748361 11.99583163677065, 48.3975182382081 11.99589064536898, 48.3974746067335 11.99583566008418, 48.39737398706783 11.99601000367014, 48.39741405687004 11.99606767116396, 48.39745679795762 11.99613070307581)))","MULTIPOLYGON (((4499820.99206197 5362180.556549206, 4499816.225403598 5362185.012435252, 4499817.317873948 5362186.59663012, 4499804.209514894 5362196.894769129, 4499801.230101528 5362193.825441188, 4499798.846558458 5362191.152145728, 4499803.215992385 5362187.389373559, 4499799.144088801 5362182.537818471, 4499812.053813707 5362171.348512334, 4499816.324316136 5362175.80401649, 4499820.99206197 5362180.556549206)))",1.0
28,30,34,2,"MULTIPOLYGON (((48.39864664117253 11.99601873325596, 48.39867780579732 11.99608712958584, 48.3987116416541 11.99615820812473, 48.3987392445732 11.99614345597515, 48.39877040914128 11.99620782899151, 48.3988015736903 11.99617966579685, 48.3988291765606 11.99615016149769, 48.39879712161301 11.99608444737682, 48.39882472448575 11.99605494307766, 48.39878643662601 11.9959731357027, 48.39875794331632 11.99590742158184, 48.39872410749037 11.99593960809002, 48.39871609373884 11.99592485594044, 48.39866444953189 11.99597850012073, 48.3986715728739 11.99599459337482, 48.39864664117253 11.99601873325596)))","MULTIPOLYGON (((4499812.706432501 5362312.865341063, 4499817.771241421 5362316.330572713, 4499823.034670494 5362320.092836827, 4499821.942423355 5362323.162278257, 4499826.709296959 5362326.627524184, 4499824.62399784 5362330.093053114, 4499822.439377923 5362333.162534649, 4499817.573196183 5362329.598287908, 4499815.38857989 5362332.667772427, 4499809.330681168 5362328.410495667, 4499804.464505009 5362325.242308002, 4499806.84770104 5362321.479717099, 4499805.755284891 5362320.588651172, 4499809.727308083 5362314.845730004, 4499810.919027372 5362315.637780362, 4499812.706432501 5362312.865341063)))",2.0
29,31,35,2,"MULTIPOLYGON (((48.39977220537682 11.99338136766376, 48.39984343720084 11.99336527440967, 48.39988795704018 11.99336929772319, 48.39989329941829 11.99358923886241, 48.39984877958359 11.99358387444438, 48.39980604050564 11.99359326217594, 48.39980425970995 11.99355168793621, 48.39977843816541 11.99355705235424, 48.39977754776706 11.99349938486042, 48.39977665736875 11.99345781062068, 48.39977576697037 11.99342562411251, 48.39977220537682 11.99338136766376)))","MULTIPOLYGON (((4499617.422675195 5362438.037991487, 4499616.231637343 5362445.958938471, 4499616.529939222 5362450.90944313, 4499632.815946987 5362451.502254263, 4499632.418354621 5362446.551756757, 4499633.113129457 5362441.799193887, 4499630.034665262 5362441.601405438, 4499630.431666714 5362438.730064897, 4499626.161549921 5362438.631379689, 4499623.083091403 5362438.532605634, 4499620.699766873 5362438.433779279, 4499617.422675195 5362438.037991487)))",3.0
30,32,36,2,"MULTIPOLYGON (((48.40014503741694 11.99446352943092, 48.40014770859256 11.99452253802924, 48.40015216055163 11.99459763988166, 48.40019400894774 11.99459495767265, 48.40019489933878 11.99458556994109, 48.40021626871889 11.99457618220954, 48.40023763809002 11.99457752331405, 48.40023763809002 11.99459093435912, 48.4002874999211 11.99458825215011, 48.40028393836334 11.99451046808868, 48.40028037680536 11.99445011838584, 48.40022250145307 11.99445414169936, 48.40021537832823 11.99445816501289, 48.40014503741694 11.99446352943092)))","MULTIPOLYGON (((4499697.556252329 5362479.490564321, 4499701.925653796 5362479.787316305, 4499707.486716834 5362480.282017319, 4499707.288398519 5362484.935498142, 4499706.593276305 5362485.034551423, 4499705.898296569 5362487.41083257, 4499705.997749189 5362489.787063071, 4499706.990788904 5362489.787001054, 4499706.792526932 5362495.331561931, 4499701.032877097 5362494.935885246, 4499696.564177006 5362494.540131357, 4499696.861675833 5362488.104474208, 4499697.159537068 5362487.312376076, 4499697.556252329 5362479.490564321)))",4.0
