,id,pv_area_id,time_created,segment,gutter,azimuth,slope
10,684,204,2020-09-01 11:11:54,"MULTIPOLYGON (((48.41240860608826 11.98574813311915, 48.41238902218561 11.98569448893904, 48.41237834005393 11.98573740428303, 48.41234273293162 11.9857320398649, 48.4123890221861 11.98585810368817, 48.41239881413812 11.98579507177666, 48.41240860608826 11.98574813311915)))",,,35.0
11,685,204,2020-09-01 11:11:54,"MULTIPOLYGON (((48.41238902218561 11.98569448893904, 48.41234273293162 11.9857320398649, 48.41237834005393 11.98573740428303, 48.41238902218561 11.98569448893904)))","MULTILINESTRING ((48.41238902218561 11.98569448893904, 48.41234273293162 11.9857320398649))",3.07528813655927e+16,35.0
12,686,204,2020-09-01 11:11:54,"MULTIPOLYGON (((48.4123890221861 11.98585810368817, 48.41241572750576 11.98583798712075, 48.41243798192792 11.98576288526878, 48.41239881413812 11.98579507177666, 48.4123890221861 11.98585810368817)))","MULTILINESTRING ((48.41241572750576 11.98583798712075, 48.4123890221861 11.98585810368817))",-151314556162759.0,35.0
13,687,204,2020-09-01 11:11:54,"MULTIPOLYGON (((48.41240860608826 11.98574813311915, 48.41239881413812 11.98579507177666, 48.41243798192792 11.98576288526878, 48.41240860608826 11.98574813311915)))",,,35.0
14,688,204,2020-09-01 11:11:54,"MULTIPOLYGON (((48.41249050232634 11.98583262270303, 48.41249940408341 11.98583664601655, 48.41253323074616 11.98592650001826, 48.41255637529169 11.98589967792832, 48.41257862965247 11.98588358467438, 48.41253145039552 11.9857374042836, 48.41251364689112 11.98574276870153, 48.41248961215008 11.98568241899889, 48.41244421316422 11.98569851225274, 48.41249050232634 11.98583262270303)))",,,35.0
15,689,205,2020-09-01 11:11:56,"MULTIPOLYGON (((48.41220513642006 11.98552158921009, 48.41222294003277 11.98562217204774, 48.41214441156573 11.98567100363892, 48.41212323972273 11.98556718676284, 48.41220513642006 11.98552158921009)))",,0.0,0.0
16,690,206,2020-09-01 11:11:57,"MULTIPOLYGON (((48.41212563581307 11.98558411544909, 48.41205798192336 11.98562300747938, 48.41208735796577 11.98570213264505, 48.41214343945356 11.98566860503273, 48.41212563581307 11.98558411544909)))",,0.0,0.0
17,691,207,2020-09-01 11:11:57,"MULTIPOLYGON (((48.41199517424412 11.98565875557115, 48.41205926748422 11.98562791016785, 48.41208864352588 11.98570167091552, 48.41201386811446 11.98574190405028, 48.41199517424412 11.98565875557115)))",,0.0,0.0
18,692,208,2020-09-01 11:11:58,"MULTIPOLYGON (((48.41220430476488 11.98584901589178, 48.4122327905425 11.98593752878897, 48.41218828150846 11.98597105640133, 48.41215890552431 11.98588388460865, 48.41220430476488 11.98584901589178)))",,0.0,0.0
19,693,283,2020-09-01 11:11:58,"MULTIPOLYGON (((48.40007138169745 11.9811685510453, 48.40012035329922 11.98130132039109, 48.40007761444988 11.98133887131697, 48.40003220438258 11.9812114663892, 48.40007138169745 11.9811685510453)))",,0.0,0.0
20,694,214,2020-09-01 11:11:59,"MULTIPOLYGON (((48.41064013944709 11.99058897326578, 48.41059206818304 11.99061713646012, 48.41064815132069 11.99080489109048, 48.41069622253175 11.99077941010514, 48.41064013944709 11.99058897326578)))","MULTILINESTRING ((48.41064013944709 11.99058897326578, 48.41069622253175 11.99077941010514))",-8256981527961300.0,35.0
21,695,214,2020-09-01 11:11:59,"MULTIPOLYGON (((48.41059206818304 11.99061713646012, 48.41055022834216 11.99065736959501, 48.41056002064858 11.99070162604358, 48.41051996120195 11.99073649476045, 48.41055556960094 11.99084512422518, 48.41059384860162 11.9908129377173, 48.41060631152595 11.99084646532987, 48.41064815132069 11.99080489109048, 48.41059206818304 11.99061713646012)))","MULTILINESTRING ((48.41051996120195 11.99073649476045, 48.41055556960094 11.99084512422518))",991472679418809.0,35.0
22,696,215,2020-09-01 11:12:00,"MULTIPOLYGON (((48.41056333015335 11.99047677176534, 48.4105891462231 11.990553214722, 48.41053662386112 11.99059076564783, 48.41051703923738 11.99051834600471, 48.41056333015335 11.99047677176534)))",,0.0,0.0
23,697,216,2020-09-01 11:12:01,"MULTIPOLYGON (((48.40976512733835 11.99149727618035, 48.4097090432275 11.99152812158368, 48.4097304086108 11.99166089092937, 48.40971794547187 11.99166625534733, 48.40972506726604 11.99170648848238, 48.40973753040326 11.99169978295992, 48.40975444465624 11.99179366027505, 48.40980785804887 11.99175208603571, 48.40976512733835 11.99149727618035)))","MULTILINESTRING ((48.4097090432275 11.99152812158368, 48.4097304086108 11.99166089092937))",9026366427205360.0,35.0
24,698,216,2020-09-01 11:12:01,"MULTIPOLYGON (((48.40980785804887 11.99175208603571, 48.40987106382442 11.99173599278193, 48.40984969850017 11.99159249460025, 48.40985771049767 11.99159115349578, 48.40983634516788 11.9914785007176, 48.40976512733835 11.99149727618035, 48.40980785804887 11.99175208603571)))","MULTILINESTRING ((48.40983634516788 11.9914785007176, 48.40985771049767 11.99159115349578))",-8816241934279520.0,35.0
25,699,217,2020-09-01 11:12:02,"MULTIPOLYGON (((48.41056957082549 11.99236884690099, 48.41053841348627 11.9922628996453, 48.41046461070781 11.99230947091317, 48.41047351281959 11.99234433963023, 48.41040755245479 11.99238494015441, 48.41042980775628 11.99246406532006, 48.41056957082549 11.99236884690099)))","MULTILINESTRING ((48.41053841348627 11.9922628996453, 48.41046461070781 11.99230947091317))",2391929093776020.0,35.0
26,700,217,2020-09-01 11:12:02,"MULTIPOLYGON (((48.41042980775628 11.99246406532006, 48.41045473368248 11.99255526042623, 48.41059449668314 11.99245870090265, 48.41056957082549 11.99236884690099, 48.41042980775628 11.99246406532006)))","MULTILINESTRING ((48.41059449668314 11.99245870090265, 48.41045473368248 11.99255526042623))",-1.53679450427727e+16,35.0
27,701,218,2020-09-01 11:12:03,"MULTIPOLYGON (((48.41201382429628 11.98400382044744, 48.41197376599415 11.98378387930913, 48.41191385394065 11.98378943402304, 48.41195596229516 11.98401052596975, 48.41201382429628 11.98400382044744)))","MULTILINESTRING ((48.41197376599415 11.98378387930913, 48.41201382429628 11.98400382044744))",-8856809368815470.0,35.0
28,702,218,2020-09-01 11:12:03,"MULTIPOLYGON (((48.41191385394065 11.98378943402304, 48.41185715164814 11.98382545354823, 48.41189872077931 11.9840469260872, 48.41195596229516 11.98401052596975, 48.41191385394065 11.98378943402304)))","MULTILINESTRING ((48.41185715164814 11.98382545354823, 48.41189872077931 11.9840469260872))",9173561059285170.0,35.0
29,704,219,2020-09-01 11:12:05,"MULTIPOLYGON (((48.40931380354039 11.9905638888834, 48.40937077831759 11.99053304348008, 48.40930312076175 11.99031444344615, 48.40924614590879 11.99034931216297, 48.40931380354039 11.9905638888834)))","MULTILINESTRING ((48.40930312076175 11.99031444344615, 48.40937077831759 11.99053304348008))",-8179146150060340.0,35.0
30,705,220,2020-09-01 11:12:07,"MULTIPOLYGON (((48.40430838916517 11.99175654724532, 48.40433598904715 11.99176057055893, 48.40436536955023 11.99174984172302, 48.40432352458557 11.99156476930171, 48.40427010543262 11.99158890918254, 48.40430838916517 11.99175654724532)))","MULTILINESTRING ((48.40432352458557 11.99156476930171, 48.40436536955023 11.99174984172302))",-8618788501964610.0,35.0
31,706,220,2020-09-01 11:12:07,"MULTIPOLYGON (((48.40427010543262 11.99158890918254, 48.40420511205411 11.99161707237682, 48.40424873775634 11.99180750921613, 48.40428613118502 11.99178605154426, 48.40430838916517 11.99175654724532, 48.40427010543262 11.99158890918254)))","MULTILINESTRING ((48.40420511205411 11.99161707237682, 48.40424873775634 11.99180750921613))",9397226323788020.0,35.0
32,707,221,2020-09-01 11:12:09,"MULTIPOLYGON (((48.39931999493324 11.97944055556125, 48.39930218680332 11.97937752364963, 48.39913122844072 11.9794754242776, 48.39915081744915 11.97953845618922, 48.39931999493324 11.97944055556125)))","MULTILINESTRING ((48.39930218680332 11.97937752364963, 48.39913122844072 11.9794754242776))",2.1457992833322e+16,35.0
33,708,221,2020-09-01 11:12:09,"MULTIPOLYGON (((48.39915081744915 11.97953845618922, 48.39917040645013 11.97962965129536, 48.39926835134013 11.97957198380217, 48.3992630088964 11.97954650281664, 48.39933424143274 11.97950626968187, 48.39931999493324 11.97944055556125, 48.39915081744915 11.97953845618922)))","MULTILINESTRING ((48.39933424143274 11.97950626968187, 48.3992630088964 11.97954650281664))",-1.58884353803372e+16,35.0
34,709,223,2020-09-01 11:12:10,"MULTIPOLYGON (((48.3991210580113 11.97956600006368, 48.39910503063197 11.97950967367457, 48.39908009914339 11.97957726533314, 48.39902133201434 11.97955527122731, 48.39894475656272 11.97959818657107, 48.39896537193177 11.97965789822805, 48.3991210580113 11.97956600006368)))","MULTILINESTRING ((48.39902133201434 11.97955527122731, 48.39894475656272 11.97959818657107))",2.09234839376041e+16,35.0
35,710,223,2020-09-01 11:12:10,"MULTIPOLYGON (((48.39910503063197 11.97950967367457, 48.39908900324755 11.97943993624046, 48.3990462635316 11.97945066507631, 48.39908009914339 11.97957726533314, 48.39910503063197 11.97950967367457)))","MULTILINESTRING ((48.39908900324755 11.97943993624046, 48.39910503063197 11.97950967367457))",-8597705758525260.0,35.0
36,711,223,2020-09-01 11:12:10,"MULTIPOLYGON (((48.3990462635316 11.97945066507631, 48.39900708542719 11.9794855337932, 48.39902133201434 11.97955527122731, 48.39908009914339 11.97957726533314, 48.3990462635316 11.97945066507631)))","MULTILINESTRING ((48.39902133201434 11.97955527122731, 48.39900708542719 11.9794855337932))",9264544305426740.0,35.0
37,712,223,2020-09-01 11:12:10,"MULTIPOLYGON (((48.39896537193177 11.97965789822805, 48.39896790729306 11.97966524179621, 48.39898037306666 11.9797296148123, 48.39914064702366 11.97963841970681, 48.3991210580113 11.97956600006368, 48.39896537193177 11.97965789822805)))","MULTILINESTRING ((48.39914064702366 11.97963841970681, 48.39898037306666 11.9797296148123))",-1.58701637626831e+16,35.0
38,713,224,2020-09-01 11:12:13,"MULTIPOLYGON (((48.40466971803129 11.98841083785904, 48.40472224645283 11.98839206239623, 48.40469927586089 11.98830006021583, 48.40470711115018 11.98829282066308, 48.40468129209426 11.98819089672091, 48.40461897018202 11.98821637770621, 48.40466971803129 11.98841083785904)))","MULTILINESTRING ((48.40468129209426 11.98819089672091, 48.40470711115018 11.98829282066308))",-8473126900466700.0,35.0
39,714,224,2020-09-01 11:12:13,"MULTIPOLYGON (((48.40461897018202 11.98821637770621, 48.40456572885948 11.98825178045329, 48.40461647676185 11.98844892281514, 48.40466971803129 11.98841083785904, 48.40461897018202 11.98821637770621)))","MULTILINESTRING ((48.40456572885948 11.98825178045329, 48.40461647676185 11.98844892281514))",9548623828362570.0,35.0
40,715,225,2020-09-01 11:12:14,"MULTIPOLYGON (((48.40461801636655 11.98817030979182, 48.40466876421615 11.98815287543348, 48.40463226138156 11.98799596620673, 48.4045779522385 11.98801071835605, 48.40461801636655 11.98817030979182)))","MULTILINESTRING ((48.40463226138156 11.98799596620673, 48.40466876421615 11.98815287543348))",-8583448697794640.0,35.0
41,716,225,2020-09-01 11:12:14,"MULTIPOLYGON (((48.4045779522385 11.98801071835605, 48.40452720429842 11.98805229259539, 48.40456548783746 11.98821322513566, 48.40461801636655 11.98817030979182, 48.4045779522385 11.98801071835605)))","MULTILINESTRING ((48.40452720429842 11.98805229259539, 48.40456548783746 11.98821322513566))",9444651024663450.0,35.0
42,717,226,2020-09-01 11:12:16,"MULTIPOLYGON (((48.40434062134961 11.98988909815137, 48.40430411827983 11.98983143065769, 48.40422131853742 11.98993335459947, 48.40425871198649 11.98999504540665, 48.40434062134961 11.98988909815137)))","MULTILINESTRING ((48.40430411827983 11.98983143065769, 48.40422131853742 11.98993335459947))",426125839479814.0,35.0
43,718,226,2020-09-01 11:12:16,"MULTIPOLYGON (((48.40425871198649 11.98999504540665, 48.40429432476967 11.99006880615434, 48.40437712439328 11.98996688221256, 48.40434062134961 11.98988909815137, 48.40425871198649 11.98999504540665)))","MULTILINESTRING ((48.40437712439328 11.98996688221256, 48.40429432476967 11.99006880615434))",-1.3738748054013e+16,35.0
44,719,227,2020-09-01 11:12:17,"MULTIPOLYGON (((48.39888890485393 11.97962737240123, 48.39887198698722 11.97956299938511, 48.39883458957825 11.97957909263899, 48.39886575408805 11.9797011331487, 48.39888890485393 11.97962737240123)))","MULTILINESTRING ((48.39887198698722 11.97956299938511, 48.39888890485393 11.97962737240123))",-8421986337870270.0,35.0
45,720,227,2020-09-01 11:12:17,"MULTIPOLYGON (((48.39881041024362 11.97967492536584, 48.39873397260354 11.97971052087973, 48.39875267134867 11.97977087058235, 48.3989022610605 11.97968638099933, 48.39888890485393 11.97962737240123, 48.39886575408805 11.9797011331487, 48.39881041024362 11.97967492536584)))","MULTILINESTRING ((48.39881041024362 11.97967492536584, 48.39873397260354 11.97971052087973))",1658733458030880.0,35.0
46,721,227,2020-09-01 11:12:17,"MULTIPOLYGON (((48.39875267134867 11.97977087058235, 48.39877212237398 11.97985061005535, 48.39892363098369 11.97976416506047, 48.3989022610605 11.97968638099933, 48.39875267134867 11.97977087058235)))","MULTILINESTRING ((48.39892363098369 11.97976416506047, 48.39877212237398 11.97985061005535))",-1.58633357253584e+16,35.0
47,722,227,2020-09-01 11:12:17,"MULTIPOLYGON (((48.39883458957825 11.97957909263899, 48.39879630172634 11.97961396135588, 48.39881041024362 11.97967492536584, 48.39886575408805 11.9797011331487, 48.39883458957825 11.97957909263899)))","MULTILINESTRING ((48.39879630172634 11.97961396135588, 48.39881041024362 11.97967492536584))",9410868484999720.0,35.0
48,723,228,2020-09-01 11:12:19,"MULTIPOLYGON (((48.39869697313561 11.97977401415713, 48.3986764935348 11.979698912305, 48.39857088797742 11.97975941494853, 48.39857890175186 11.97978623703859, 48.39853936904068 11.97981022397809, 48.39855361575869 11.97985179821768, 48.39869697313561 11.97977401415713)))","MULTILINESTRING ((48.3986764935348 11.979698912305, 48.39857088797742 11.97975941494853))",2.14690305659204e+16,35.0
49,724,228,2020-09-01 11:12:19,"MULTIPOLYGON (((48.39855361575869 11.97985179821768, 48.39857943792512 11.97995774547335, 48.39867115102959 11.97990678350265, 48.39866491810531 11.97988264362161, 48.39871389106053 11.97984777490475, 48.39869697313561 11.97977401415713, 48.39855361575869 11.97985179821768)))","MULTILINESTRING ((48.39867115102959 11.97990678350265, 48.39857943792512 11.97995774547335))",-1.59286490269932e+16,35.0
50,725,229,2020-09-01 11:12:21,"MULTIPOLYGON (((48.39868579004435 11.98005274448511, 48.39871428339423 11.9800446978582, 48.39868133795663 11.97992131624398, 48.39865373500631 11.97992936287088, 48.39868579004435 11.98005274448511)))","MULTILINESTRING ((48.39868133795663 11.97992131624398, 48.39871428339423 11.9800446978582))",-8399770417568600.0,35.0
51,726,229,2020-09-01 11:12:21,"MULTIPOLYGON (((48.39865373500631 11.97992936287088, 48.39862342269807 11.97995923951938, 48.39865551584272 11.98007822547052, 48.39868579004435 11.98005274448511, 48.39865373500631 11.97992936287088)))","MULTILINESTRING ((48.39862342269807 11.97995923951938, 48.39865551584272 11.98007822547052))",9614473222198120.0,35.0
52,727,231,2020-09-01 11:12:22,"MULTIPOLYGON (((48.39887866589775 11.9804821684524, 48.39892496740757 11.98047143961656, 48.39891428244738 11.9804338886905, 48.39885907678443 11.98038024451025, 48.39888400838128 11.98030782486727, 48.39887154258415 11.9802649095232, 48.39882613144067 11.98027697946354, 48.39887866589775 11.9804821684524)))","MULTILINESTRING ((48.39891428244738 11.9804338886905, 48.39892496740757 11.98047143961656))",-8307743780274900.0,35.0
53,728,231,2020-09-01 11:12:22,"MULTIPOLYGON (((48.39891428244738 11.9804338886905, 48.39897483052474 11.98039767886918, 48.39895969351188 11.98032391812158, 48.39885907678443 11.98038024451025, 48.39891428244738 11.9804338886905)))","MULTILINESTRING ((48.39897483052474 11.98039767886918, 48.39891428244738 11.9804338886905))",-157451404448353.0,35.0
54,729,231,2020-09-01 11:12:22,"MULTIPOLYGON (((48.39895969351188 11.98032391812158, 48.39894633732042 11.98027429725498, 48.39888400838128 11.98030782486727, 48.39885907678443 11.98038024451025, 48.39895969351188 11.98032391812158)))","MULTILINESTRING ((48.39894633732042 11.98027429725498, 48.39888400838128 11.98030782486727))",1.99235855724123e+16,35.0
55,730,231,2020-09-01 11:12:22,"MULTIPOLYGON (((48.39882613144067 11.98027697946354, 48.39876914485041 11.98032257701637, 48.39878250108839 11.98037353898746, 48.39879140524518 11.98042986537654, 48.39881010396903 11.9804204776451, 48.39883770683479 11.98051837827377, 48.39887866589775 11.9804821684524, 48.39882613144067 11.98027697946354)))","MULTILINESTRING ((48.39883770683479 11.98051837827377, 48.39881010396903 11.9804204776451))",9678659954520080.0,35.0
56,731,232,2020-09-01 11:12:25,"MULTIPOLYGON (((48.3988644533392 11.97993643275973, 48.39888404245032 11.97999410025336, 48.39901938519237 11.9799243628198, 48.39900157695723 11.97986669532619, 48.3988644533392 11.97993643275973)))","MULTILINESTRING ((48.39900157695723 11.97986669532619, 48.3988644533392 11.97993643275973))",1.85923929340566e+16,35.0
57,732,232,2020-09-01 11:12:25,"MULTIPOLYGON (((48.39888404245032 11.97999410025336, 48.39890274114038 11.98007724873249, 48.39895972758101 11.98004774443368, 48.39898733036501 11.97995789043221, 48.39903719342139 11.97999812356743, 48.39901938519237 11.9799243628198, 48.39888404245032 11.97999410025336)))","MULTILINESTRING ((48.39895972758101 11.98004774443368, 48.39890274114038 11.98007724873249))",-1.60988102247181e+16,35.0
58,733,232,2020-09-01 11:12:25,"MULTIPOLYGON (((48.39895972758101 11.98004774443368, 48.39897842624313 11.98010138861379, 48.39901493313466 11.9800732254194, 48.39898733036501 11.97995789043221, 48.39895972758101 11.98004774443368)))","MULTILINESTRING ((48.39895972758101 11.98004774443368, 48.39897842624313 11.98010138861379))",1.00213927180387e+16,35.0
59,734,232,2020-09-01 11:12:25,"MULTIPOLYGON (((48.39901493313466 11.9800732254194, 48.39905411123312 11.98006383768803, 48.39903719342139 11.97999812356743, 48.39898733036501 11.97995789043221, 48.39901493313466 11.9800732254194)))","MULTILINESTRING ((48.39903719342139 11.97999812356743, 48.39905411123312 11.98006383768803))",-845042172179411.0,35.0
60,1183,413,2020-09-01 11:17:34,"MULTIPOLYGON (((48.40088297172901 11.99997406871508, 48.400798385656 11.99993919999774, 48.40082954896264 12.00001966626791, 48.40088297172901 11.99997406871508)))","MULTILINESTRING ((48.40088297172901 11.99997406871508, 48.400798385656 11.99993919999774))",-3146253139981610.0,35.0
61,735,233,2020-09-01 11:12:27,"MULTIPOLYGON (((48.39897686364436 11.98038338355803, 48.39899734312428 11.98047323755969, 48.39913357597448 11.98039545349913, 48.39911398695939 11.98030694060198, 48.39897686364436 11.98038338355803)))","MULTILINESTRING ((48.39913357597448 11.98039545349913, 48.39899734312428 11.98047323755969))",-1.58616280747778e+16,35.0
62,736,233,2020-09-01 11:12:27,"MULTIPOLYGON (((48.39911398695939 11.98030694060198, 48.39910508285909 11.98027609519842, 48.39910686367926 11.98026402525791, 48.39910387505897 11.98025225251417, 48.39907480890705 11.98032169275135, 48.39901604177189 11.98029889397461, 48.39896439786994 11.98032705716895, 48.39897686364436 11.98038338355803, 48.39911398695939 11.98030694060198)))","MULTILINESTRING ((48.39901604177189 11.98029889397461, 48.39896439786994 11.98032705716895))",2.02550524482247e+16,35.0
63,737,233,2020-09-01 11:12:27,"MULTIPOLYGON (((48.39910387505897 11.98025225251417, 48.39908371301207 11.98017283015175, 48.39904097329165 11.98018490009212, 48.39907480890705 11.98032169275135, 48.39910387505897 11.98025225251417)))","MULTILINESTRING ((48.39908371301207 11.98017283015175, 48.39910387505897 11.98025225251417))",-8469465753937950.0,35.0
64,738,233,2020-09-01 11:12:27,"MULTIPOLYGON (((48.39904097329165 11.98018490009212, 48.39899823353552 11.98022245101799, 48.39901604177189 11.98029889397461, 48.39907480890705 11.98032169275135, 48.39904097329165 11.98018490009212)))","MULTILINESTRING ((48.39899823353552 11.98022245101799, 48.39901604177189 11.98029889397461))",9419057343755600.0,35.0
65,739,234,2020-09-01 11:12:29,"MULTIPOLYGON (((48.39919872497538 11.97975326879084, 48.39906605394285 11.97982702953791, 48.39908742379724 11.97990347249457, 48.39921920436591 11.97982568843397, 48.39919872497538 11.97975326879084)))","MULTILINESTRING ((48.39919872497538 11.97975326879084, 48.39906605394285 11.97982702953791))",2.07266743376465e+16,35.0
66,740,234,2020-09-01 11:12:29,"MULTIPOLYGON (((48.39908742379724 11.97990347249457, 48.39911146487274 11.98000003201871, 48.39915242371535 11.97997991545135, 48.39918536884715 11.97986458046437, 48.39923790293275 11.9799101780176, 48.39921920436591 11.97982568843397, 48.39908742379724 11.97990347249457)))","MULTILINESTRING ((48.39915242371535 11.97997991545135, 48.39911146487274 11.98000003201871))",1.77856919719617e+16,35.0
67,741,234,2020-09-01 11:12:29,"MULTIPOLYGON (((48.39915242371535 11.97997991545135, 48.39916221821642 11.98000941975041, 48.39920940987635 11.97996516330205, 48.39918536884715 11.97986458046437, 48.39915242371535 11.97997991545135)))","MULTILINESTRING ((48.39915242371535 11.97997991545135, 48.39916221821642 11.98000941975041))",9937204402659760.0,35.0
68,742,234,2020-09-01 11:12:29,"MULTIPOLYGON (((48.39920940987635 11.97996516330205, 48.39924769741743 11.97995711667518, 48.39923790293275 11.9799101780176, 48.39918536884715 11.97986458046437, 48.39920940987635 11.97996516330205)))","MULTILINESTRING ((48.39923790293275 11.9799101780176, 48.39924769741743 11.97995711667518))",-8711785010818690.0,35.0
69,743,238,2020-09-01 11:12:31,"MULTIPOLYGON (((48.39893327598239 11.98080790928572, 48.39894930341592 11.98088167003333, 48.39901163227507 11.98084948352553, 48.39903656379707 11.98074890068804, 48.39893327598239 11.98080790928572)))","MULTILINESTRING ((48.39901163227507 11.98084948352553, 48.39894930341592 11.98088167003333))",-1.61049932850462e+16,35.0
70,744,238,2020-09-01 11:12:31,"MULTIPOLYGON (((48.39901163227507 11.98084948352553, 48.39903122132954 11.98092324427317, 48.39907396105801 11.9808897166608, 48.39902587886028 11.98068989208996, 48.39897779661768 11.98071403197081, 48.39897130533463 11.98071777623439, 48.39903656379707 11.98074890068804, 48.39901163227507 11.98084948352553)))","MULTILINESTRING ((48.39901163227507 11.98084948352553, 48.39903122132954 11.98092324427317))",9592523650328890.0,35.0
71,745,238,2020-09-01 11:12:31,"MULTIPOLYGON (((48.39907396105801 11.9808897166608, 48.39911848157042 11.98086960009344, 48.39910067336982 11.9807716994648, 48.3990775226998 11.98067379883614, 48.39902587886028 11.98068989208996, 48.39907396105801 11.9808897166608)))","MULTILINESTRING ((48.3990775226998 11.98067379883614, 48.39910067336982 11.9807716994648))",-8562184183461020.0,35.0
72,746,238,2020-09-01 11:12:31,"MULTIPOLYGON (((48.39897130533463 11.98071777623439, 48.39891458872469 11.9807504911761, 48.39893327598239 11.98080790928572, 48.39903656379707 11.98074890068804, 48.39897130533463 11.98071777623439)))","MULTILINESTRING ((48.39897130533463 11.98071777623439, 48.39891458872469 11.9807504911761))",2.16376842899853e+16,35.0
73,747,239,2020-09-01 11:12:33,"MULTIPOLYGON (((48.39909187727334 11.98056103431788, 48.39910612383671 11.98061333739348, 48.39918804149757 11.98057310425874, 48.39921465716412 11.98049702242648, 48.39909187727334 11.98056103431788)))","MULTILINESTRING ((48.39921465716412 11.98049702242648, 48.39909187727334 11.98056103431788))",1.91759754213355e+16,35.0
74,748,239,2020-09-01 11:12:33,"MULTIPOLYGON (((48.39910612383671 11.98061333739348, 48.39912126080597 11.9806897803501, 48.39915954841336 11.98066564046922, 48.39918804149757 11.98057310425874, 48.39910612383671 11.98061333739348)))","MULTILINESTRING ((48.39915954841336 11.98066564046922, 48.39912126080597 11.9806897803501))",-1.56092127908172e+16,35.0
75,749,239,2020-09-01 11:12:33,"MULTIPOLYGON (((48.39915954841336 11.98066564046922, 48.39918002781963 11.98072599017184, 48.39921653456646 11.98069246255944, 48.39918804149757 11.98057310425874, 48.39915954841336 11.98066564046922)))","MULTILINESTRING ((48.39915954841336 11.98066564046922, 48.39918002781963 11.98072599017184))",9974666005109880.0,35.0
